Account  ↑,APHIS Registration Number,State,Fiscal Year,Animal,"COLUMN B: HELD, NOT USED",COLUMN C: USED NO PAIN,COLUMN D: USED PAIN MINIMIZED,COLUMN E: PAIN NOT MINIMIZED
HACKENSACK MERIDIAN HEALTH,22-R-0146,New Jersey (NJ),2020,Dogs,0,0,0,0
,22-R-0146,New Jersey (NJ),2020,Cats,0,0,0,0
,22-R-0146,New Jersey (NJ),2020,Guinea Pigs,0,0,0,0
,22-R-0146,New Jersey (NJ),2020,Hamsters,0,0,0,0
,22-R-0146,New Jersey (NJ),2020,Rabbits,0,0,129,0
,22-R-0146,New Jersey (NJ),2020,Non-Human Primates,0,0,0,0
,22-R-0146,New Jersey (NJ),2020,Sheep,0,0,0,0
,22-R-0146,New Jersey (NJ),2020,Pigs,0,0,0,0
,22-R-0146,New Jersey (NJ),2020,Other Animals,0,0,0,0
HALOZYME THERAPEUTICS INC.,93-R-0519,California (CA),2020,Dogs,,,,
,93-R-0519,California (CA),2020,Cats,,,,
,93-R-0519,California (CA),2020,Guinea Pigs,,,,
,93-R-0519,California (CA),2020,Hamsters,,,,
,93-R-0519,California (CA),2020,Rabbits,,,,
,93-R-0519,California (CA),2020,Non-Human Primates,,,,
,93-R-0519,California (CA),2020,Sheep,,,,
,93-R-0519,California (CA),2020,Pigs,0,6,0,0
,93-R-0519,California (CA),2020,Other Animals,0,0,0,0
HARCUM COLLEGE,23-R-0078,Pennsylvania (PA),2020,Dogs,0,10,0,0
,23-R-0078,Pennsylvania (PA),2020,Cats,0,7,0,0
,23-R-0078,Pennsylvania (PA),2020,Guinea Pigs,0,0,0,0
,23-R-0078,Pennsylvania (PA),2020,Hamsters,0,0,0,0
,23-R-0078,Pennsylvania (PA),2020,Rabbits,0,5,0,0
,23-R-0078,Pennsylvania (PA),2020,Non-Human Primates,0,0,0,0
,23-R-0078,Pennsylvania (PA),2020,Sheep,0,0,0,0
,23-R-0078,Pennsylvania (PA),2020,Pigs,0,0,0,0
,23-R-0078,Pennsylvania (PA),2020,Other Animals,0,0,0,0
HARRY S. TRUMAN VAMC(543),43-V-0001,Missouri (MO),2020,Dogs,,,,
,43-V-0001,Missouri (MO),2020,Cats,,,,
,43-V-0001,Missouri (MO),2020,Guinea Pigs,,,,
,43-V-0001,Missouri (MO),2020,Hamsters,,,,
,43-V-0001,Missouri (MO),2020,Rabbits,0,0,18,0
,43-V-0001,Missouri (MO),2020,Non-Human Primates,,,,
,43-V-0001,Missouri (MO),2020,Sheep,,,,
,43-V-0001,Missouri (MO),2020,Pigs,,,,
,43-V-0001,Missouri (MO),2020,Other Animals,0,0,0,0
HARTFORD HOSPITAL,16-R-0007,Connecticut (CT),2020,Dogs,,,,
,16-R-0007,Connecticut (CT),2020,Cats,,,,
,16-R-0007,Connecticut (CT),2020,Guinea Pigs,,,,
,16-R-0007,Connecticut (CT),2020,Hamsters,,,,
,16-R-0007,Connecticut (CT),2020,Rabbits,,,,
,16-R-0007,Connecticut (CT),2020,Non-Human Primates,,,,
,16-R-0007,Connecticut (CT),2020,Sheep,,,,
,16-R-0007,Connecticut (CT),2020,Pigs,0,0,58,0
,16-R-0007,Connecticut (CT),2020,Other Animals,0,0,0,0
HARVARD MEDICAL SCHOOL,14-R-0019,Massachusetts (MA),2020,Dogs,,,,
,14-R-0019,Massachusetts (MA),2020,Cats,,,,
,14-R-0019,Massachusetts (MA),2020,Guinea Pigs,,,,
,14-R-0019,Massachusetts (MA),2020,Hamsters,0,30,0,0
,14-R-0019,Massachusetts (MA),2020,Rabbits,,,,
,14-R-0019,Massachusetts (MA),2020,Non-Human Primates,0,0,52,0
,14-R-0019,Massachusetts (MA),2020,Sheep,,,,
,14-R-0019,Massachusetts (MA),2020,Pigs,,,,
,14-R-0019,Massachusetts (MA),2020,Other Animals,0,0,0,0
HARVARD UNIVERSITY,14-R-0128,Massachusetts (MA),2020,Dogs,,,,
,14-R-0128,Massachusetts (MA),2020,Cats,,,,
,14-R-0128,Massachusetts (MA),2020,Guinea Pigs,,,,
,14-R-0128,Massachusetts (MA),2020,Hamsters,,,,
,14-R-0128,Massachusetts (MA),2020,Rabbits,0,1,0,0
,14-R-0128,Massachusetts (MA),2020,Non-Human Primates,,,,
,14-R-0128,Massachusetts (MA),2020,Sheep,,,,
,14-R-0128,Massachusetts (MA),2020,Pigs,,,,
,14-R-0128,Massachusetts (MA),2020,Other Animals,1682,3567,84,0
,14-R-0128,Massachusetts (MA),2020,Jerboa,8,1,0,0
,14-R-0128,Massachusetts (MA),2020,Opossum,0,0,4,0
,14-R-0128,Massachusetts (MA),2020,Deer mouse,1674,3566,80,0
HEALTH PARTNERS INSTITUTE,41-R-0003,Minnesota (MN),2020,Dogs,,,,
,41-R-0003,Minnesota (MN),2020,Cats,,,,
,41-R-0003,Minnesota (MN),2020,Guinea Pigs,,,,
,41-R-0003,Minnesota (MN),2020,Hamsters,,,,
,41-R-0003,Minnesota (MN),2020,Rabbits,0,0,32,0
,41-R-0003,Minnesota (MN),2020,Non-Human Primates,,,,
,41-R-0003,Minnesota (MN),2020,Sheep,,,,
,41-R-0003,Minnesota (MN),2020,Pigs,,,,
,41-R-0003,Minnesota (MN),2020,Other Animals,0,0,0,0
HENNEPIN HEALTHCARE RESEARCH INSTITUTE,41-R-0082,Minnesota (MN),2020,Dogs,0,0,0,0
,41-R-0082,Minnesota (MN),2020,Cats,0,0,0,0
,41-R-0082,Minnesota (MN),2020,Guinea Pigs,0,0,0,0
,41-R-0082,Minnesota (MN),2020,Hamsters,0,0,0,0
,41-R-0082,Minnesota (MN),2020,Rabbits,0,0,0,0
,41-R-0082,Minnesota (MN),2020,Non-Human Primates,0,0,0,0
,41-R-0082,Minnesota (MN),2020,Sheep,0,0,0,0
,41-R-0082,Minnesota (MN),2020,Pigs,0,0,94,0
,41-R-0082,Minnesota (MN),2020,Other Animals,0,0,0,0
Hennessy Research Associates L L C,48-R-0109,Kansas (KS),2020,Dogs,0,0,0,0
,48-R-0109,Kansas (KS),2020,Cats,0,0,0,0
,48-R-0109,Kansas (KS),2020,Guinea Pigs,31,74,674,0
,48-R-0109,Kansas (KS),2020,Hamsters,0,0,0,0
,48-R-0109,Kansas (KS),2020,Rabbits,0,0,0,0
,48-R-0109,Kansas (KS),2020,Non-Human Primates,0,0,0,0
,48-R-0109,Kansas (KS),2020,Sheep,0,0,0,0
,48-R-0109,Kansas (KS),2020,Pigs,0,0,0,0
,48-R-0109,Kansas (KS),2020,Other Animals,0,0,0,0
HENRY FORD HOSPITAL,34-R-0151,Michigan (MI),2020,Dogs,0,0,8,0
,34-R-0151,Michigan (MI),2020,Cats,,,,
,34-R-0151,Michigan (MI),2020,Guinea Pigs,,,,
,34-R-0151,Michigan (MI),2020,Hamsters,,,,
,34-R-0151,Michigan (MI),2020,Rabbits,,,,
,34-R-0151,Michigan (MI),2020,Non-Human Primates,,,,
,34-R-0151,Michigan (MI),2020,Sheep,,,,
,34-R-0151,Michigan (MI),2020,Pigs,,,,
,34-R-0151,Michigan (MI),2020,Other Animals,0,0,0,0
Hill's Pet Nutrition Center,48-R-0039,Kansas (KS),2020,Dogs,10,460,0,0
,48-R-0039,Kansas (KS),2020,Cats,1,463,0,0
,48-R-0039,Kansas (KS),2020,Guinea Pigs,0,0,0,0
,48-R-0039,Kansas (KS),2020,Hamsters,0,0,0,0
,48-R-0039,Kansas (KS),2020,Rabbits,0,0,0,0
,48-R-0039,Kansas (KS),2020,Non-Human Primates,0,0,0,0
,48-R-0039,Kansas (KS),2020,Sheep,0,0,0,0
,48-R-0039,Kansas (KS),2020,Pigs,0,0,0,0
,48-R-0039,Kansas (KS),2020,Other Animals,0,0,0,0
Hillsborough Community College,58-R-0138,Florida (FL),2020,Dogs,0,0,70,0
,58-R-0138,Florida (FL),2020,Cats,0,0,35,0
,58-R-0138,Florida (FL),2020,Guinea Pigs,0,0,0,0
,58-R-0138,Florida (FL),2020,Hamsters,0,0,0,0
,58-R-0138,Florida (FL),2020,Rabbits,0,6,0,0
,58-R-0138,Florida (FL),2020,Non-Human Primates,0,0,0,0
,58-R-0138,Florida (FL),2020,Sheep,0,0,0,0
,58-R-0138,Florida (FL),2020,Pigs,0,0,0,0
,58-R-0138,Florida (FL),2020,Other Animals,0,1,7,0
,58-R-0138,Florida (FL),2020,Norway rat / lab rat (common research/pet variety) (common research/pet variety),0,1,7,0
HINDS COMMUNITY COLLEGE/VET TECH,65-R-0506,Mississippi (MS),2020,Dogs,0,0,0,0
,65-R-0506,Mississippi (MS),2020,Cats,0,0,0,0
,65-R-0506,Mississippi (MS),2020,Guinea Pigs,0,0,0,0
,65-R-0506,Mississippi (MS),2020,Hamsters,0,0,0,0
,65-R-0506,Mississippi (MS),2020,Rabbits,0,0,0,0
