estado,total,especie,n_animais,utilizado,dor,droga,exp_vida_anos,maturidade_sexual,tempo_gestacao,peso,custo_man_unidade
NJ,46500,animais_de_fazenda,77,sim,não,não,NA,NA,NA,NA,NA
NJ,46500,porcos,109,sim,não,não,27,334,115,130000,34.97
NJ,46500,coelhos,3362,sim,não,não,13,730,30,1800,5.96
NJ,46500,ovelhas,0,sim,não,não,23,548,146,80000,31.09
NM,2715,outras_especies,2048,sim,não,não,NA,NA,NA,NA,NA
NM,2715,gatos,15,sim,não,não,30,289,65,3900,NA
NM,2715,caes,406,sim,não,não,27,510,63,40000,33.17
NM,2715,cavia_p,0,sim,não,não,12,66,68,728,2.77
NM,2715,hamsters,0,sim,não,não,5,101,18,125,1.16
NM,2715,primatas_nao_humanos,138,sim,não,não,37,1363,166,17319,NA
NM,2715,animais_de_fazenda,0,sim,não,não,NA,NA,NA,NA,NA
NM,2715,porcos,100,sim,não,não,27,334,115,130000,34.97
NM,2715,coelhos,8,sim,não,não,13,730,30,1800,5.96
NM,2715,ovelhas,0,sim,não,não,23,548,146,80000,31.09
NV,337,outras_especies,6,sim,não,não,NA,NA,NA,NA,NA
NV,337,gatos,29,sim,não,não,30,289,65,3900,NA
NV,337,caes,53,sim,não,não,27,510,63,40000,33.17
NV,337,cavia_p,105,sim,não,não,12,66,68,728,2.77
NV,337,hamsters,0,sim,não,não,5,101,18,125,1.16
NV,337,primatas_nao_humanos,0,sim,não,não,37,1363,166,17319,NA
NV,337,animais_de_fazenda,137,sim,não,não,NA,NA,NA,NA,NA
NV,337,porcos,0,sim,não,não,27,334,115,130000,34.97
NV,337,coelhos,7,sim,não,não,13,730,30,1800,5.96
NV,337,ovelhas,0,sim,não,não,23,548,146,80000,31.09
NY,14339,outras_especies,9412,sim,não,não,NA,NA,NA,NA,NA
NY,14339,gatos,441,sim,não,não,30,289,65,3900,NA
NY,14339,caes,866,sim,não,não,27,510,63,40000,33.17
NY,14339,cavia_p,1160,sim,não,não,12,66,68,728,2.77
NY,14339,hamsters,186,sim,não,não,5,101,18,125,1.16
NY,14339,primatas_nao_humanos,1138,sim,não,não,37,1363,166,17319,NA
NY,14339,animais_de_fazenda,374,sim,não,não,NA,NA,NA,NA,NA
NY,14339,porcos,1,sim,não,não,27,334,115,130000,34.97
NY,14339,coelhos,757,sim,não,não,13,730,30,1800,5.96
NY,14339,ovelhas,4,sim,não,não,23,548,146,80000,31.09
OH,47358,outras_especies,914,sim,não,não,NA,NA,NA,NA,NA
OH,47358,gatos,1073,sim,não,não,30,289,65,3900,NA
OH,47358,caes,3730,sim,não,não,27,510,63,40000,33.17
OH,47358,cavia_p,31730,sim,não,não,12,66,68,728,2.77
OH,47358,hamsters,57,sim,não,não,5,101,18,125,1.16
OH,47358,primatas_nao_humanos,1581,sim,não,não,37,1363,166,17319,NA
OH,47358,animais_de_fazenda,45,sim,não,não,NA,NA,NA,NA,NA
OH,47358,porcos,180,sim,não,não,27,334,115,130000,34.97
OH,47358,coelhos,8046,sim,não,não,13,730,30,1800,5.96
OH,47358,ovelhas,2,sim,não,não,23,548,146,80000,31.09
OK,3319,outras_especies,68,sim,não,não,NA,NA,NA,NA,NA
OK,3319,gatos,149,sim,não,não,30,289,65,3900,NA
OK,3319,caes,346,sim,não,não,27,510,63,40000,33.17
OK,3319,cavia_p,2034,sim,não,não,12,66,68,728,2.77
OK,3319,hamsters,8,sim,não,não,5,101,18,125,1.16
OK,3319,primatas_nao_humanos,0,sim,não,não,37,1363,166,17319,NA
OK,3319,animais_de_fazenda,674,sim,não,não,NA,NA,NA,NA,NA
OK,3319,porcos,18,sim,não,não,27,334,115,130000,34.97
OK,3319,coelhos,18,sim,não,não,13,730,30,1800,5.96
OK,3319,ovelhas,4,sim,não,não,23,548,146,80000,31.09
OR,1192,outras_especies,932,sim,não,não,NA,NA,NA,NA,NA
OR,1192,gatos,21,sim,não,não,30,289,65,3900,NA
OR,1192,caes,17,sim,não,não,27,510,63,40000,33.17
OR,1192,cavia_p,24,sim,não,não,12,66,68,728,2.77
OR,1192,hamsters,0,sim,não,não,5,101,18,125,1.16
OR,1192,primatas_nao_humanos,30,sim,não,não,37,1363,166,17319,NA
OR,1192,animais_de_fazenda,101,sim,não,não,NA,NA,NA,NA,NA
OR,1192,porcos,12,sim,não,não,27,334,115,130000,34.97
OR,1192,coelhos,0,sim,não,não,13,730,30,1800,5.96
OR,1192,ovelhas,55,sim,não,não,23,548,146,80000,31.09
PA,17902,outras_especies,2699,sim,não,não,NA,NA,NA,NA,NA
PA,17902,gatos,905,sim,não,não,30,289,65,3900,NA
PA,17902,caes,1980,sim,não,não,27,510,63,40000,33.17
PA,17902,cavia_p,889,sim,não,não,12,66,68,728,2.77
PA,17902,hamsters,509,sim,não,não,5,101,18,125,1.16
PA,17902,primatas_nao_humanos,329,sim,não,não,37,1363,166,17319,NA
PA,17902,animais_de_fazenda,611,sim,não,não,NA,NA,NA,NA,NA
PA,17902,porcos,520,sim,não,não,27,334,115,130000,34.97
PA,17902,coelhos,8719,sim,não,não,13,730,30,1800,5.96
PA,17902,ovelhas,741,sim,não,não,23,548,146,80000,31.09
PR,4596,outras_especies,0,sim,não,não,NA,NA,NA,NA,NA
PR,4596,gatos,0,sim,não,não,30,289,65,3900,NA
PR,4596,caes,0,sim,não,não,27,510,63,40000,33.17
PR,4596,cavia_p,0,sim,não,não,12,66,68,728,2.77
PR,4596,hamsters,0,sim,não,não,5,101,18,125,1.16
PR,4596,primatas_nao_humanos,4596,sim,não,não,37,1363,166,17319,NA
PR,4596,animais_de_fazenda,0,sim,não,não,NA,NA,NA,NA,NA
PR,4596,porcos,0,sim,não,não,27,334,115,130000,34.97
PR,4596,coelhos,0,sim,não,não,13,730,30,1800,5.96
PR,4596,ovelhas,0,sim,não,não,23,548,146,80000,31.09
RI,113,outras_especies,36,sim,não,não,NA,NA,NA,NA,NA
RI,113,gatos,50,sim,não,não,30,289,65,3900,NA
RI,113,caes,20,sim,não,não,27,510,63,40000,33.17
RI,113,cavia_p,0,sim,não,não,12,66,68,728,2.77
RI,113,hamsters,0,sim,não,não,5,101,18,125,1.16
RI,113,primatas_nao_humanos,6,sim,não,não,37,1363,166,17319,NA
RI,113,animais_de_fazenda,0,sim,não,não,NA,NA,NA,NA,NA
RI,113,porcos,1,sim,não,não,27,334,115,130000,34.97
RI,113,coelhos,0,sim,não,não,13,730,30,1800,5.96
RI,113,ovelhas,0,sim,não,não,23,548,146,80000,31.09
SC,2737,outras_especies,2329,sim,não,não,NA,NA,NA,NA,NA
SC,2737,gatos,33,sim,não,não,30,289,65,3900,NA
SC,2737,caes,72,sim,não,não,27,510,63,40000,33.17
SC,2737,cavia_p,117,sim,não,não,12,66,68,728,2.77
SC,2737,hamsters,21,sim,não,não,5,101,18,125,1.16
SC,2737,primatas_nao_humanos,54,sim,não,não,37,1363,166,17319,NA
SC,2737,animais_de_fazenda,12,sim,não,não,NA,NA,NA,NA,NA
SC,2737,porcos,34,sim,não,não,27,334,115,130000,34.97
SC,2737,coelhos,65,sim,não,não,13,730,30,1800,5.96
SC,2737,ovelhas,0,sim,não,não,23,548,146,80000,31.09
SD,545,outras_especies,449,sim,não,não,NA,NA,NA,NA,NA
SD,545,gatos,11,sim,não,não,30,289,65,3900,NA
SD,545,caes,8,sim,não,não,27,510,63,40000,33.17
SD,545,cavia_p,25,sim,não,não,12,66,68,728,2.77
SD,545,hamsters,2,sim,não,não,5,101,18,125,1.16
SD,545,primatas_nao_humanos,0,sim,não,não,37,1363,166,17319,NA
SD,545,animais_de_fazenda,41,sim,não,não,NA,NA,NA,NA,NA
SD,545,porcos,0,sim,não,não,27,334,115,130000,34.97
SD,545,coelhos,4,sim,não,não,13,730,30,1800,5.96
SD,545,ovelhas,5,sim,não,não,23,548,146,80000,31.09
TN,1516,outras_especies,225,sim,não,não,NA,NA,NA,NA,NA
TN,1516,gatos,229,sim,não,não,30,289,65,3900,NA
TN,1516,caes,535,sim,não,não,27,510,63,40000,33.17
TN,1516,cavia_p,0,sim,não,não,12,66,68,728,2.77
TN,1516,hamsters,318,sim,não,não,5,101,18,125,1.16
TN,1516,primatas_nao_humanos,11,sim,não,não,37,1363,166,17319,NA
TN,1516,animais_de_fazenda,51,sim,não,não,NA,NA,NA,NA,NA
TN,1516,porcos,3,sim,não,não,27,334,115,130000,34.97
TN,1516,coelhos,62,sim,não,não,13,730,30,1800,5.96
TN,1516,ovelhas,82,sim,não,não,23,548,146,80000,31.09
TX,23275,outras_especies,10300,sim,não,não,NA,NA,NA,NA,NA
TX,23275,gatos,534,sim,não,não,30,289,65,3900,NA
TX,23275,caes,1172,sim,não,não,27,510,63,40000,33.17
TX,23275,cavia_p,2055,sim,não,não,12,66,68,728,2.77
TX,23275,hamsters,628,sim,não,não,5,101,18,125,1.16
TX,23275,primatas_nao_humanos,2920,sim,não,não,37,1363,166,17319,NA
TX,23275,animais_de_fazenda,1119,sim,não,não,NA,NA,NA,NA,NA
TX,23275,porcos,194,sim,não,não,27,334,115,130000,34.97
TX,23275,coelhos,4286,sim,não,não,13,730,30,1800,5.96
TX,23275,ovelhas,67,sim,não,não,23,548,146,80000,31.09
UT,1577,outras_especies,128,sim,não,não,NA,NA,NA,NA,NA
UT,1577,gatos,142,sim,não,não,30,289,65,3900,NA
UT,1577,caes,231,sim,não,não,27,510,63,40000,33.17
UT,1577,cavia_p,6,sim,não,não,12,66,68,728,2.77
UT,1577,hamsters,682,sim,não,não,5,101,18,125,1.16
UT,1577,primatas_nao_humanos,0,sim,não,não,37,1363,166,17319,NA
UT,1577,animais_de_fazenda,120,sim,não,não,NA,NA,NA,NA,NA
UT,1577,porcos,9,sim,não,não,27,334,115,130000,34.97
UT,1577,coelhos,191,sim,não,não,13,730,30,1800,5.96
UT,1577,ovelhas,68,sim,não,não,23,548,146,80000,31.09
VA,7434,outras_especies,6290,sim,não,não,NA,NA,NA,NA,NA
VA,7434,gatos,0,sim,não,não,30,289,65,3900,NA
VA,7434,caes,1,sim,não,não,27,510,63,40000,33.17
VA,7434,cavia_p,350,sim,não,não,12,66,68,728,2.77
VA,7434,hamsters,74,sim,não,não,5,101,18,125,1.16
VA,7434,primatas_nao_humanos,8,sim,não,não,37,1363,166,17319,NA
VA,7434,animais_de_fazenda,60,sim,não,não,NA,NA,NA,NA,NA
VA,7434,porcos,453,sim,não,não,27,334,115,130000,34.97
VA,7434,coelhos,93,sim,não,não,13,730,30,1800,5.96
VA,7434,ovelhas,105,sim,não,não,23,548,146,80000,31.09
VT,409,outras_especies,50,sim,não,não,NA,NA,NA,NA,NA
VT,409,gatos,0,sim,não,não,30,289,65,3900,NA
VT,409,caes,0,sim,não,não,27,510,63,40000,33.17
VT,409,cavia_p,63,sim,não,não,12,66,68,728,2.77
VT,409,hamsters,0,sim,não,não,5,101,18,125,1.16
VT,409,primatas_nao_humanos,0,sim,não,não,37,1363,166,17319,NA
VT,409,animais_de_fazenda,11,sim,não,não,NA,NA,NA,NA,NA
VT,409,porcos,0,sim,não,não,27,334,115,130000,34.97
VT,409,coelhos,4,sim,não,não,13,730,30,1800,5.96
VT,409,ovelhas,281,sim,não,não,23,548,146,80000,31.09
WA,23037,outras_especies,16781,sim,não,não,NA,NA,NA,NA,NA
WA,23037,gatos,107,sim,não,não,30,289,65,3900,NA
WA,23037,caes,264,sim,não,não,27,510,63,40000,33.17
WA,23037,cavia_p,2699,sim,não,não,12,66,68,728,2.77
WA,23037,hamsters,6,sim,não,não,5,101,18,125,1.16
WA,23037,primatas_nao_humanos,2563,sim,não,não,37,1363,166,17319,NA
WA,23037,animais_de_fazenda,105,sim,não,não,NA,NA,NA,NA,NA
WA,23037,porcos,6,sim,não,não,27,334,115,130000,34.97
WA,23037,coelhos,489,sim,não,não,13,730,30,1800,5.96
WA,23037,ovelhas,17,sim,não,não,23,548,146,80000,31.09
WI,25173,outras_especies,1653,sim,não,não,NA,NA,NA,NA,NA
WI,25173,gatos,151,sim,não,não,30,289,65,3900,NA
WI,25173,caes,3024,sim,não,não,27,510,63,40000,33.17
WI,25173,cavia_p,1240,sim,não,não,12,66,68,728,2.77
WI,25173,hamsters,697,sim,não,não,5,101,18,125,1.16
WI,25173,primatas_nao_humanos,6376,sim,não,não,37,1363,166,17319,NA
WI,25173,animais_de_fazenda,10,sim,não,não,NA,NA,NA,NA,NA
WI,25173,porcos,525,sim,não,não,27,334,115,130000,34.97
WI,25173,coelhos,11435,sim,não,não,13,730,30,1800,5.96
WI,25173,ovelhas,62,sim,não,não,23,548,146,80000,31.09
WV,174,outras_especies,119,sim,não,não,NA,NA,NA,NA,NA
WV,174,gatos,10,sim,não,não,30,289,65,3900,NA
WV,174,caes,18,sim,não,não,27,510,63,40000,33.17
WV,174,cavia_p,3,sim,não,não,12,66,68,728,2.77
WV,174,hamsters,6,sim,não,não,5,101,18,125,1.16
WV,174,primatas_nao_humanos,0,sim,não,não,37,1363,166,17319,NA
WV,174,animais_de_fazenda,10,sim,não,não,NA,NA,NA,NA,NA
WV,174,porcos,0,sim,não,não,27,334,115,130000,34.97
WV,174,coelhos,2,sim,não,não,13,730,30,1800,5.96
WV,174,ovelhas,6,sim,não,não,23,548,146,80000,31.09
WY,189,outras_especies,58,sim,não,não,NA,NA,NA,NA,NA
WY,189,gatos,25,sim,não,não,30,289,65,3900,NA
WY,189,caes,37,sim,não,não,27,510,63,40000,33.17
WY,189,cavia_p,2,sim,não,não,12,66,68,728,2.77
WY,189,hamsters,4,sim,não,não,5,101,18,125,1.16
WY,189,primatas_nao_humanos,0,sim,não,não,37,1363,166,17319,NA
WY,189,animais_de_fazenda,11,sim,não,não,NA,NA,NA,NA,NA
WY,189,porcos,2,sim,não,não,27,334,115,130000,34.97
WY,189,coelhos,4,sim,não,não,13,730,30,1800,5.96
WY,189,ovelhas,46,sim,não,não,23,548,146,80000,31.09
AK,211,outras_especies,211,sim,sim,sim,NA,NA,NA,NA,NA
AK,211,gatos,0,sim,sim,sim,30,289,65,3900,NA
AK,211,caes,0,sim,sim,sim,27,510,63,40000,33.17
AK,211,cavia_p,0,sim,sim,sim,12,66,68,728,2.77
AK,211,hamsters,0,sim,sim,sim,5,101,18,125,1.16
AK,211,primatas_nao_humanos,0,sim,sim,sim,37,1363,166,17319,NA
AK,211,animais_de_fazenda,0,sim,sim,sim,NA,NA,NA,NA,NA
AK,211,porcos,0,sim,sim,sim,27,334,115,130000,34.97
AK,211,coelhos,0,sim,sim,sim,13,730,30,1800,5.96
AK,211,ovelhas,0,sim,sim,sim,23,548,146,80000,31.09
AL,1951,outras_especies,377,sim,sim,sim,NA,NA,NA,NA,NA
AL,1951,gatos,177,sim,sim,sim,30,289,65,3900,NA
AL,1951,caes,438,sim,sim,sim,27,510,63,40000,33.17
AL,1951,cavia_p,0,sim,sim,sim,12,66,68,728,2.77
AL,1951,hamsters,175,sim,sim,sim,5,101,18,125,1.16
AL,1951,primatas_nao_humanos,76,sim,sim,sim,37,1363,166,17319,NA
AL,1951,animais_de_fazenda,0,sim,sim,sim,NA,NA,NA,NA,NA
AL,1951,porcos,304,sim,sim,sim,27,334,115,130000,34.97
AL,1951,coelhos,376,sim,sim,sim,13,730,30,1800,5.96
AL,1951,ovelhas,28,sim,sim,sim,23,548,146,80000,31.09
AR,2171,outras_especies,41,sim,sim,sim,NA,NA,NA,NA,NA
AR,2171,gatos,6,sim,sim,sim,30,289,65,3900,NA
AR,2171,caes,73,sim,sim,sim,27,510,63,40000,33.17
AR,2171,cavia_p,0,sim,sim,sim,12,66,68,728,2.77
AR,2171,hamsters,0,sim,sim,sim,5,101,18,125,1.16
AR,2171,primatas_nao_humanos,14,sim,sim,sim,37,1363,166,17319,NA
AR,2171,animais_de_fazenda,2,sim,sim,sim,NA,NA,NA,NA,NA
AR,2171,porcos,1991,sim,sim,sim,27,334,115,130000,34.97
AR,2171,coelhos,44,sim,sim,sim,13,730,30,1800,5.96
AR,2171,ovelhas,0,sim,sim,sim,23,548,146,80000,31.09
AZ,1146,outras_especies,42,sim,sim,sim,NA,NA,NA,NA,NA
AZ,1146,gatos,164,sim,sim,sim,30,289,65,3900,NA
AZ,1146,caes,288,sim,sim,sim,27,510,63,40000,33.17
AZ,1146,cavia_p,19,sim,sim,sim,12,66,68,728,2.77
AZ,1146,hamsters,35,sim,sim,sim,5,101,18,125,1.16
AZ,1146,primatas_nao_humanos,29,sim,sim,sim,37,1363,166,17319,NA
AZ,1146,animais_de_fazenda,58,sim,sim,sim,NA,NA,NA,NA,NA
AZ,1146,porcos,269,sim,sim,sim,27,334,115,130000,34.97
AZ,1146,coelhos,74,sim,sim,sim,13,730,30,1800,5.96
AZ,1146,ovelhas,168,sim,sim,sim,23,548,146,80000,31.09
CA,28013,outras_especies,6036,sim,sim,sim,NA,NA,NA,NA,NA
CA,28013,gatos,328,sim,sim,sim,30,289,65,3900,NA
CA,28013,caes,1172,sim,sim,sim,27,510,63,40000,33.17
CA,28013,cavia_p,2895,sim,sim,sim,12,66,68,728,2.77
CA,28013,hamsters,1204,sim,sim,sim,5,101,18,125,1.16
CA,28013,primatas_nao_humanos,2092,sim,sim,sim,37,1363,166,17319,NA
CA,28013,animais_de_fazenda,83,sim,sim,sim,NA,NA,NA,NA,NA
CA,28013,porcos,5932,sim,sim,sim,27,334,115,130000,34.97
CA,28013,coelhos,7230,sim,sim,sim,13,730,30,1800,5.96
CA,28013,ovelhas,1041,sim,sim,sim,23,548,146,80000,31.09
CO,2709,outras_especies,350,sim,sim,sim,NA,NA,NA,NA,NA
CO,2709,gatos,102,sim,sim,sim,30,289,65,3900,NA
CO,2709,caes,232,sim,sim,sim,27,510,63,40000,33.17
CO,2709,cavia_p,660,sim,sim,sim,12,66,68,728,2.77
CO,2709,hamsters,96,sim,sim,sim,5,101,18,125,1.16
CO,2709,primatas_nao_humanos,0,sim,sim,sim,37,1363,166,17319,NA
CO,2709,animais_de_fazenda,180,sim,sim,sim,NA,NA,NA,NA,NA
CO,2709,porcos,331,sim,sim,sim,27,334,115,130000,34.97
CO,2709,coelhos,455,sim,sim,sim,13,730,30,1800,5.96
CO,2709,ovelhas,303,sim,sim,sim,23,548,146,80000,31.09
CT,1238,outras_especies,743,sim,sim,sim,NA,NA,NA,NA,NA
CT,1238,gatos,0,sim,sim,sim,30,289,65,3900,NA
CT,1238,caes,79,sim,sim,sim,27,510,63,40000,33.17
CT,1238,cavia_p,38,sim,sim,sim,12,66,68,728,2.77
CT,1238,hamsters,10,sim,sim,sim,5,101,18,125,1.16
CT,1238,primatas_nao_humanos,110,sim,sim,sim,37,1363,166,17319,NA
CT,1238,animais_de_fazenda,0,sim,sim,sim,NA,NA,NA,NA,NA
CT,1238,porcos,199,sim,sim,sim,27,334,115,130000,34.97
CT,1238,coelhos,58,sim,sim,sim,13,730,30,1800,5.96
CT,1238,ovelhas,1,sim,sim,sim,23,548,146,80000,31.09
DC,4308,outras_especies,3567,sim,sim,sim,NA,NA,NA,NA,NA
DC,4308,gatos,7,sim,sim,sim,30,289,65,3900,NA
DC,4308,caes,13,sim,sim,sim,27,510,63,40000,33.17
DC,4308,cavia_p,24,sim,sim,sim,12,66,68,728,2.77
DC,4308,hamsters,54,sim,sim,sim,5,101,18,125,1.16
DC,4308,primatas_nao_humanos,73,sim,sim,sim,37,1363,166,17319,NA
DC,4308,animais_de_fazenda,0,sim,sim,sim,NA,NA,NA,NA,NA
DC,4308,porcos,305,sim,sim,sim,27,334,115,130000,34.97
DC,4308,coelhos,265,sim,sim,sim,13,730,30,1800,5.96
DC,4308,ovelhas,0,sim,sim,sim,23,548,146,80000,31.09
DE,1082,outras_especies,3,sim,sim,sim,NA,NA,NA,NA,NA
DE,1082,gatos,9,sim,sim,sim,30,289,65,3900,NA
DE,1082,caes,13,sim,sim,sim,27,510,63,40000,33.17
DE,1082,cavia_p,36,sim,sim,sim,12,66,68,728,2.77
DE,1082,hamsters,0,sim,sim,sim,5,101,18,125,1.16
DE,1082,primatas_nao_humanos,0,sim,sim,sim,37,1363,166,17319,NA
DE,1082,animais_de_fazenda,11,sim,sim,sim,NA,NA,NA,NA,NA
DE,1082,porcos,0,sim,sim,sim,27,334,115,130000,34.97
DE,1082,coelhos,1010,sim,sim,sim,13,730,30,1800,5.96
DE,1082,ovelhas,0,sim,sim,sim,23,548,146,80000,31.09
FL,4238,outras_especies,1619,sim,sim,sim,NA,NA,NA,NA,NA
FL,4238,gatos,349,sim,sim,sim,30,289,65,3900,NA
FL,4238,caes,469,sim,sim,sim,27,510,63,40000,33.17
FL,4238,cavia_p,168,sim,sim,sim,12,66,68,728,2.77
FL,4238,hamsters,89,sim,sim,sim,5,101,18,125,1.16
FL,4238,primatas_nao_humanos,160,sim,sim,sim,37,1363,166,17319,NA
FL,4238,animais_de_fazenda,5,sim,sim,sim,NA,NA,NA,NA,NA
FL,4238,porcos,1110,sim,sim,sim,27,334,115,130000,34.97
FL,4238,coelhos,149,sim,sim,sim,13,730,30,1800,5.96
FL,4238,ovelhas,120,sim,sim,sim,23,548,146,80000,31.09
GA,7046,outras_especies,1998,sim,sim,sim,NA,NA,NA,NA,NA
GA,7046,gatos,233,sim,sim,sim,30,289,65,3900,NA
GA,7046,caes,169,sim,sim,sim,27,510,63,40000,33.17
GA,7046,cavia_p,681,sim,sim,sim,12,66,68,728,2.77
GA,7046,hamsters,786,sim,sim,sim,5,101,18,125,1.16
GA,7046,primatas_nao_humanos,2051,sim,sim,sim,37,1363,166,17319,NA
GA,7046,animais_de_fazenda,25,sim,sim,sim,NA,NA,NA,NA,NA
GA,7046,porcos,656,sim,sim,sim,27,334,115,130000,34.97
GA,7046,coelhos,377,sim,sim,sim,13,730,30,1800,5.96
GA,7046,ovelhas,70,sim,sim,sim,23,548,146,80000,31.09
HI,113,outras_especies,0,sim,sim,sim,NA,NA,NA,NA,NA
HI,113,gatos,53,sim,sim,sim,30,289,65,3900,NA
HI,113,caes,49,sim,sim,sim,27,510,63,40000,33.17
HI,113,cavia_p,0,sim,sim,sim,12,66,68,728,2.77
HI,113,hamsters,0,sim,sim,sim,5,101,18,125,1.16
HI,113,primatas_nao_humanos,0,sim,sim,sim,37,1363,166,17319,NA
HI,113,animais_de_fazenda,0,sim,sim,sim,NA,NA,NA,NA,NA
HI,113,porcos,11,sim,sim,sim,27,334,115,130000,34.97
HI,113,coelhos,0,sim,sim,sim,13,730,30,1800,5.96
HI,113,ovelhas,0,sim,sim,sim,23,548,146,80000,31.09
IA,3019,outras_especies,149,sim,sim,sim,NA,NA,NA,NA,NA
IA,3019,gatos,141,sim,sim,sim,30,289,65,3900,NA
IA,3019,caes,265,sim,sim,sim,27,510,63,40000,33.17
IA,3019,cavia_p,204,sim,sim,sim,12,66,68,728,2.77
IA,3019,hamsters,287,sim,sim,sim,5,101,18,125,1.16
IA,3019,primatas_nao_humanos,0,sim,sim,sim,37,1363,166,17319,NA
IA,3019,animais_de_fazenda,108,sim,sim,sim,NA,NA,NA,NA,NA
IA,3019,porcos,820,sim,sim,sim,27,334,115,130000,34.97
IA,3019,coelhos,978,sim,sim,sim,13,730,30,1800,5.96
IA,3019,ovelhas,67,sim,sim,sim,23,548,146,80000,31.09
ID,196,outras_especies,114,sim,sim,sim,NA,NA,NA,NA,NA
ID,196,gatos,31,sim,sim,sim,30,289,65,3900,NA
ID,196,caes,40,sim,sim,sim,27,510,63,40000,33.17
ID,196,cavia_p,5,sim,sim,sim,12,66,68,728,2.77
ID,196,hamsters,0,sim,sim,sim,5,101,18,125,1.16
ID,196,primatas_nao_humanos,0,sim,sim,sim,37,1363,166,17319,NA
ID,196,animais_de_fazenda,5,sim,sim,sim,NA,NA,NA,NA,NA
ID,196,porcos,0,sim,sim,sim,27,334,115,130000,34.97
ID,196,coelhos,1,sim,sim,sim,13,730,30,1800,5.96
ID,196,ovelhas,0,sim,sim,sim,23,548,146,80000,31.09
IL,4974,outras_especies,304,sim,sim,sim,NA,NA,NA,NA,NA
IL,4974,gatos,261,sim,sim,sim,30,289,65,3900,NA
IL,4974,caes,543,sim,sim,sim,27,510,63,40000,33.17
IL,4974,cavia_p,329,sim,sim,sim,12,66,68,728,2.77
IL,4974,hamsters,1405,sim,sim,sim,5,101,18,125,1.16
IL,4974,primatas_nao_humanos,292,sim,sim,sim,37,1363,166,17319,NA
IL,4974,animais_de_fazenda,88,sim,sim,sim,NA,NA,NA,NA,NA
IL,4974,porcos,906,sim,sim,sim,27,334,115,130000,34.97
IL,4974,coelhos,790,sim,sim,sim,13,730,30,1800,5.96
IL,4974,ovelhas,56,sim,sim,sim,23,548,146,80000,31.09
IN,2795,outras_especies,1426,sim,sim,sim,NA,NA,NA,NA,NA
IN,2795,gatos,116,sim,sim,sim,30,289,65,3900,NA
IN,2795,caes,217,sim,sim,sim,27,510,63,40000,33.17
IN,2795,cavia_p,94,sim,sim,sim,12,66,68,728,2.77
IN,2795,hamsters,82,sim,sim,sim,5,101,18,125,1.16
IN,2795,primatas_nao_humanos,30,sim,sim,sim,37,1363,166,17319,NA
IN,2795,animais_de_fazenda,56,sim,sim,sim,NA,NA,NA,NA,NA
IN,2795,porcos,496,sim,sim,sim,27,334,115,130000,34.97
IN,2795,coelhos,88,sim,sim,sim,13,730,30,1800,5.96
IN,2795,ovelhas,190,sim,sim,sim,23,548,146,80000,31.09
KS,1582,outras_especies,185,sim,sim,sim,NA,NA,NA,NA,NA
KS,1582,gatos,44,sim,sim,sim,30,289,65,3900,NA
KS,1582,caes,129,sim,sim,sim,27,510,63,40000,33.17
KS,1582,cavia_p,943,sim,sim,sim,12,66,68,728,2.77
KS,1582,hamsters,20,sim,sim,sim,5,101,18,125,1.16
KS,1582,primatas_nao_humanos,64,sim,sim,sim,37,1363,166,17319,NA
KS,1582,animais_de_fazenda,32,sim,sim,sim,NA,NA,NA,NA,NA
KS,1582,porcos,126,sim,sim,sim,27,334,115,130000,34.97
KS,1582,coelhos,39,sim,sim,sim,13,730,30,1800,5.96
KS,1582,ovelhas,0,sim,sim,sim,23,548,146,80000,31.09
KY,1258,outras_especies,239,sim,sim,sim,NA,NA,NA,NA,NA
KY,1258,gatos,165,sim,sim,sim,30,289,65,3900,NA
KY,1258,caes,263,sim,sim,sim,27,510,63,40000,33.17
KY,1258,cavia_p,51,sim,sim,sim,12,66,68,728,2.77
KY,1258,hamsters,0,sim,sim,sim,5,101,18,125,1.16
KY,1258,primatas_nao_humanos,97,sim,sim,sim,37,1363,166,17319,NA
KY,1258,animais_de_fazenda,49,sim,sim,sim,NA,NA,NA,NA,NA
KY,1258,porcos,146,sim,sim,sim,27,334,115,130000,34.97
KY,1258,coelhos,197,sim,sim,sim,13,730,30,1800,5.96
KY,1258,ovelhas,51,sim,sim,sim,23,548,146,80000,31.09
LA,2160,outras_especies,129,sim,sim,sim,NA,NA,NA,NA,NA
LA,2160,gatos,72,sim,sim,sim,30,289,65,3900,NA
LA,2160,caes,433,sim,sim,sim,27,510,63,40000,33.17
LA,2160,cavia_p,39,sim,sim,sim,12,66,68,728,2.77
LA,2160,hamsters,0,sim,sim,sim,5,101,18,125,1.16
LA,2160,primatas_nao_humanos,1105,sim,sim,sim,37,1363,166,17319,NA
LA,2160,animais_de_fazenda,199,sim,sim,sim,NA,NA,NA,NA,NA
LA,2160,porcos,102,sim,sim,sim,27,334,115,130000,34.97
LA,2160,coelhos,81,sim,sim,sim,13,730,30,1800,5.96
LA,2160,ovelhas,0,sim,sim,sim,23,548,146,80000,31.09
MA,17157,outras_especies,1549,sim,sim,sim,NA,NA,NA,NA,NA
MA,17157,gatos,49,sim,sim,sim,30,289,65,3900,NA
MA,17157,caes,590,sim,sim,sim,27,510,63,40000,33.17
MA,17157,cavia_p,5025,sim,sim,sim,12,66,68,728,2.77
